country,continent,year,lifeExp,pop,iso_alpha,iso_num,GDP per person,g7
Rwanda,Africa,1977,45.0,4657072,RWA,646,670.0,
Rwanda,Africa,1982,46.2,5507565,RWA,646,882.0,
Rwanda,Africa,1987,44.0,6349365,RWA,646,848.0,
Rwanda,Africa,1992,23.6,7290203,RWA,646,737.0,
Rwanda,Africa,1997,36.1,7212583,RWA,646,590.0,
Rwanda,Africa,2002,43.4,7852401,RWA,646,786.0,
Rwanda,Africa,2007,46.2,8860588,RWA,646,863.0,
Sao Tome and Principe,Africa,1952,46.5,60011,STP,678,880.0,
Sao Tome and Principe,Africa,1957,48.9,61325,STP,678,861.0,
Sao Tome and Principe,Africa,1962,51.9,65345,STP,678,1072.0,
Sao Tome and Principe,Africa,1967,54.4,70787,STP,678,1385.0,
Sao Tome and Principe,Africa,1972,56.5,76595,STP,678,1533.0,
Sao Tome and Principe,Africa,1977,58.6,86796,STP,678,1738.0,
Sao Tome and Principe,Africa,1982,60.4,98593,STP,678,1890.0,
Sao Tome and Principe,Africa,1987,61.7,110812,STP,678,1517.0,
Sao Tome and Principe,Africa,1992,62.7,125911,STP,678,1429.0,
Sao Tome and Principe,Africa,1997,63.3,145608,STP,678,1339.0,
Sao Tome and Principe,Africa,2002,64.3,170372,STP,678,1353.0,
Sao Tome and Principe,Africa,2007,65.5,199579,STP,678,1598.0,
Saudi Arabia,Asia,1952,39.9,4005677,SAU,682,6460.0,
Saudi Arabia,Asia,1957,42.9,4419650,SAU,682,8158.0,
Saudi Arabia,Asia,1962,45.9,4943029,SAU,682,11626.0,
Saudi Arabia,Asia,1967,49.9,5618198,SAU,682,16903.0,
Saudi Arabia,Asia,1972,53.9,6472756,SAU,682,24837.0,
Saudi Arabia,Asia,1977,58.7,8128505,SAU,682,34168.0,
Saudi Arabia,Asia,1982,63.0,11254672,SAU,682,33693.0,
Saudi Arabia,Asia,1987,66.3,14619745,SAU,682,21198.0,
Saudi Arabia,Asia,1992,68.8,16945857,SAU,682,24842.0,
Saudi Arabia,Asia,1997,70.5,21229759,SAU,682,20587.0,
Saudi Arabia,Asia,2002,71.6,24501530,SAU,682,19015.0,
Saudi Arabia,Asia,2007,72.8,27601038,SAU,682,21655.0,
Senegal,Africa,1952,37.3,2755589,SEN,686,1450.0,
Senegal,Africa,1957,39.3,3054547,SEN,686,1568.0,
Senegal,Africa,1962,41.5,3430243,SEN,686,1655.0,
Senegal,Africa,1967,43.6,3965841,SEN,686,1612.0,
Senegal,Africa,1972,45.8,4588696,SEN,686,1598.0,
Senegal,Africa,1977,48.9,5260855,SEN,686,1562.0,
Senegal,Africa,1982,52.4,6147783,SEN,686,1518.0,
Senegal,Africa,1987,55.8,7171347,SEN,686,1442.0,
Senegal,Africa,1992,58.2,8307920,SEN,686,1368.0,
Senegal,Africa,1997,60.2,9535314,SEN,686,1392.0,
Senegal,Africa,2002,61.6,10870037,SEN,686,1520.0,
Senegal,Africa,2007,63.1,12267493,SEN,686,1712.0,
Serbia,Europe,1952,58.0,6860147,SRB,688,3581.0,
Serbia,Europe,1957,61.7,7271135,SRB,688,4981.0,
Serbia,Europe,1962,64.5,7616060,SRB,688,6290.0,
Serbia,Europe,1967,66.9,7971222,SRB,688,7992.0,
Serbia,Europe,1972,68.7,8313288,SRB,688,10522.0,
Serbia,Europe,1977,70.3,8686367,SRB,688,12981.0,
Serbia,Europe,1982,70.2,9032824,SRB,688,15181.0,
Serbia,Europe,1987,71.2,9230783,SRB,688,15871.0,
Serbia,Europe,1992,71.7,9826397,SRB,688,9325.0,
Serbia,Europe,1997,72.2,10336594,SRB,688,7914.0,
Serbia,Europe,2002,73.2,10111559,SRB,688,7236.0,
Serbia,Europe,2007,74.0,10150265,SRB,688,9787.0,
Sierra Leone,Africa,1952,30.3,2143249,SLE,694,880.0,
Sierra Leone,Africa,1957,31.6,2295678,SLE,694,1004.0,
Sierra Leone,Africa,1962,32.8,2467895,SLE,694,1117.0,
Sierra Leone,Africa,1967,34.1,2662190,SLE,694,1206.0,
Sierra Leone,Africa,1972,35.4,2879013,SLE,694,1354.0,
Sierra Leone,Africa,1977,36.8,3140897,SLE,694,1348.0,
Sierra Leone,Africa,1982,38.4,3464522,SLE,694,1465.0,
Sierra Leone,Africa,1987,40.0,3868905,SLE,694,1294.0,
Sierra Leone,Africa,1992,38.3,4260884,SLE,694,1069.0,
Sierra Leone,Africa,1997,39.9,4578212,SLE,694,575.0,
Sierra Leone,Africa,2002,41.0,5359092,SLE,694,699.0,
Sierra Leone,Africa,2007,42.6,6144562,SLE,694,863.0,
Singapore,Asia,1952,60.4,1127000,SGP,702,2315.0,
Singapore,Asia,1957,63.2,1445929,SGP,702,2843.0,
Singapore,Asia,1962,65.8,1750200,SGP,702,3675.0,
Singapore,Asia,1967,67.9,1977600,SGP,702,4977.0,
Singapore,Asia,1972,69.5,2152400,SGP,702,8598.0,
Singapore,Asia,1977,70.8,2325300,SGP,702,11210.0,
Singapore,Asia,1982,71.8,2651869,SGP,702,15169.0,
Singapore,Asia,1987,73.6,2794552,SGP,702,18862.0,
Singapore,Asia,1992,75.8,3235865,SGP,702,24770.0,
Singapore,Asia,1997,77.2,3802309,SGP,702,33519.0,
Singapore,Asia,2002,78.8,4197776,SGP,702,36023.0,
Singapore,Asia,2007,80.0,4553009,SGP,702,47143.0,
Slovak Republic,Europe,1952,64.4,3558137,SVK,703,5075.0,
Slovak Republic,Europe,1957,67.4,3844277,SVK,703,6093.0,
Slovak Republic,Europe,1962,70.3,4237384,SVK,703,7481.0,
Slovak Republic,Europe,1967,71.0,4442238,SVK,703,8413.0,
Slovak Republic,Europe,1972,70.4,4593433,SVK,703,9674.0,
Slovak Republic,Europe,1977,70.4,4827803,SVK,703,10923.0,
Slovak Republic,Europe,1982,70.8,5048043,SVK,703,11349.0,
Slovak Republic,Europe,1987,71.1,5199318,SVK,703,12037.0,
Slovak Republic,Europe,1992,71.4,5302888,SVK,703,9498.0,
Slovak Republic,Europe,1997,72.7,5383010,SVK,703,12126.0,
Slovak Republic,Europe,2002,73.8,5410052,SVK,703,13639.0,
Slovak Republic,Europe,2007,74.7,5447502,SVK,703,18678.0,
Slovenia,Europe,1952,65.6,1489518,SVN,705,4215.0,
Slovenia,Europe,1957,67.8,1533070,SVN,705,5862.0,
Slovenia,Europe,1962,69.2,1582962,SVN,705,7402.0,
Slovenia,Europe,1967,69.2,1646912,SVN,705,9405.0,
Slovenia,Europe,1972,69.8,1694510,SVN,705,12383.0,
Slovenia,Europe,1977,71.0,1746919,SVN,705,15277.0,
Slovenia,Europe,1982,71.1,1861252,SVN,705,17867.0,
Slovenia,Europe,1987,72.2,1945870,SVN,705,18679.0,
Slovenia,Europe,1992,73.6,1999210,SVN,705,14215.0,
Slovenia,Europe,1997,75.1,2011612,SVN,705,17161.0,
Slovenia,Europe,2002,76.7,2011497,SVN,705,20660.0,
Slovenia,Europe,2007,77.9,2009245,SVN,705,25768.0,
Somalia,Africa,1952,33.0,2526994,SOM,706,1136.0,
Somalia,Africa,1957,35.0,2780415,SOM,706,1258.0,
Somalia,Africa,1962,37.0,3080153,SOM,706,1369.0,
Somalia,Africa,1967,39.0,3428839,SOM,706,1285.0,
Somalia,Africa,1972,41.0,3840161,SOM,706,1255.0,
Somalia,Africa,1977,42.0,4353666,SOM,706,1451.0,
Somalia,Africa,1982,43.0,5828892,SOM,706,1177.0,
Somalia,Africa,1987,44.5,6921858,SOM,706,1093.0,
Somalia,Africa,1992,39.7,6099799,SOM,706,927.0,
Somalia,Africa,1997,43.8,6633514,SOM,706,931.0,
Somalia,Africa,2002,45.9,7753310,SOM,706,882.0,
Somalia,Africa,2007,48.2,9118773,SOM,706,926.0,
South Africa,Africa,1952,45.0,14264935,ZAF,710,4725.0,
South Africa,Africa,1957,48.0,16151549,ZAF,710,5487.0,
South Africa,Africa,1962,50.0,18356657,ZAF,710,5769.0,
South Africa,Africa,1967,51.9,20997321,ZAF,710,7114.0,
South Africa,Africa,1972,53.7,23935810,ZAF,710,7766.0,
South Africa,Africa,1977,55.5,27129932,ZAF,710,8029.0,
South Africa,Africa,1982,58.2,31140029,ZAF,710,8568.0,
South Africa,Africa,1987,60.8,35933379,ZAF,710,7826.0,
South Africa,Africa,1992,61.9,39964159,ZAF,710,7225.0,
South Africa,Africa,1997,60.2,42835005,ZAF,710,7479.0,
South Africa,Africa,2002,53.4,44433622,ZAF,710,7711.0,
South Africa,Africa,2007,49.3,43997828,ZAF,710,9270.0,
Spain,Europe,1952,64.9,28549870,ESP,724,3834.0,
Spain,Europe,1957,66.7,29841614,ESP,724,4565.0,
Spain,Europe,1962,69.7,31158061,ESP,724,5694.0,
Spain,Europe,1967,71.4,32850275,ESP,724,7994.0,
Spain,Europe,1972,73.1,34513161,ESP,724,10639.0,
Spain,Europe,1977,74.4,36439000,ESP,724,13237.0,
Spain,Europe,1982,76.3,37983310,ESP,724,13926.0,
Spain,Europe,1987,76.9,38880702,ESP,724,15765.0,
Spain,Europe,1992,77.6,39549438,ESP,724,18603.0,
Spain,Europe,1997,78.8,39855442,ESP,724,20445.0,
Spain,Europe,2002,79.8,40152517,ESP,724,24835.0,
Spain,Europe,2007,80.9,40448191,ESP,724,28821.0,
Sri Lanka,Asia,1952,57.6,7982342,LKA,144,1084.0,
Sri Lanka,Asia,1957,61.5,9128546,LKA,144,1073.0,
Sri Lanka,Asia,1962,62.2,10421936,LKA,144,1074.0,
Sri Lanka,Asia,1967,64.3,11737396,LKA,144,1136.0,
Sri Lanka,Asia,1972,65.0,13016733,LKA,144,1213.0,
Sri Lanka,Asia,1977,65.9,14116836,LKA,144,1349.0,
Sri Lanka,Asia,1982,68.8,15410151,LKA,144,1648.0,
Sri Lanka,Asia,1987,69.0,16495304,LKA,144,1877.0,
Sri Lanka,Asia,1992,70.4,17587060,LKA,144,2154.0,
Sri Lanka,Asia,1997,70.5,18698655,LKA,144,2664.0,
Sri Lanka,Asia,2002,70.8,19576783,LKA,144,3015.0,
Sri Lanka,Asia,2007,72.4,20378239,LKA,144,3970.0,
Sudan,Africa,1952,38.6,8504667,SDN,736,1616.0,
Sudan,Africa,1957,39.6,9753392,SDN,736,1770.0,
Sudan,Africa,1962,40.9,11183227,SDN,736,1960.0,
Sudan,Africa,1967,42.9,12716129,SDN,736,1688.0,
Sudan,Africa,1972,45.1,14597019,SDN,736,1660.0,
Sudan,Africa,1977,47.8,17104986,SDN,736,2203.0,
Sudan,Africa,1982,50.3,20367053,SDN,736,1896.0,
Sudan,Africa,1987,51.7,24725960,SDN,736,1508.0,
Sudan,Africa,1992,53.6,28227588,SDN,736,1492.0,
Sudan,Africa,1997,55.4,32160729,SDN,736,1632.0,
Sudan,Africa,2002,56.4,37090298,SDN,736,1993.0,
Sudan,Africa,2007,58.6,42292929,SDN,736,2602.0,
Swaziland,Africa,1952,41.4,290243,SWZ,748,1148.0,
Swaziland,Africa,1957,43.4,326741,SWZ,748,1245.0,
Swaziland,Africa,1962,45.0,370006,SWZ,748,1856.0,
Swaziland,Africa,1967,46.6,420690,SWZ,748,2613.0,
Swaziland,Africa,1972,49.6,480105,SWZ,748,3365.0,
Swaziland,Africa,1977,52.5,551425,SWZ,748,3781.0,
Swaziland,Africa,1982,55.6,649901,SWZ,748,3895.0,
Swaziland,Africa,1987,57.7,779348,SWZ,748,3985.0,
Swaziland,Africa,1992,58.5,962344,SWZ,748,3553.0,
Swaziland,Africa,1997,54.3,1054486,SWZ,748,3877.0,
Swaziland,Africa,2002,43.9,1130269,SWZ,748,4128.0,
Swaziland,Africa,2007,39.6,1133066,SWZ,748,4513.0,
Sweden,Europe,1952,71.9,7124673,SWE,752,8528.0,
Sweden,Europe,1957,72.5,7363802,SWE,752,9912.0,
Sweden,Europe,1962,73.4,7561588,SWE,752,12329.0,
Sweden,Europe,1967,74.2,7867931,SWE,752,15258.0,
Sweden,Europe,1972,74.7,8122293,SWE,752,17832.0,
Sweden,Europe,1977,75.4,8251648,SWE,752,18856.0,
Sweden,Europe,1982,76.4,8325260,SWE,752,20667.0,
Sweden,Europe,1987,77.2,8421403,SWE,752,23587.0,
Sweden,Europe,1992,78.2,8718867,SWE,752,23880.0,
Sweden,Europe,1997,79.4,8897619,SWE,752,25267.0,
Sweden,Europe,2002,80.0,8954175,SWE,752,29342.0,
Sweden,Europe,2007,80.9,9031088,SWE,752,33860.0,
Switzerland,Europe,1952,69.6,4815000,CHE,756,14734.0,
Switzerland,Europe,1957,70.6,5126000,CHE,756,17909.0,
Switzerland,Europe,1962,71.3,5666000,CHE,756,20431.0,
Switzerland,Europe,1967,72.8,6063000,CHE,756,22966.0,
Switzerland,Europe,1972,73.8,6401400,CHE,756,27195.0,
Switzerland,Europe,1977,75.4,6316424,CHE,756,26982.0,
Switzerland,Europe,1982,76.2,6468126,CHE,756,28398.0,
Switzerland,Europe,1987,77.4,6649942,CHE,756,30282.0,
Switzerland,Europe,1992,78.0,6995447,CHE,756,31872.0,
Switzerland,Europe,1997,79.4,7193761,CHE,756,32135.0,
Switzerland,Europe,2002,80.6,7361757,CHE,756,34481.0,
Switzerland,Europe,2007,81.7,7554661,CHE,756,37506.0,
Syria,Asia,1952,45.9,3661549,SYR,760,1643.0,
Syria,Asia,1957,48.3,4149908,SYR,760,2117.0,
Syria,Asia,1962,50.3,4834621,SYR,760,2193.0,
Syria,Asia,1967,53.7,5680812,SYR,760,1882.0,
Syria,Asia,1972,57.3,6701172,SYR,760,2571.0,
Syria,Asia,1977,61.2,7932503,SYR,760,3195.0,
Syria,Asia,1982,64.6,9410494,SYR,760,3762.0,
Syria,Asia,1987,67.0,11242847,SYR,760,3117.0,
Syria,Asia,1992,69.2,13219062,SYR,760,3341.0,
Syria,Asia,1997,71.5,15081016,SYR,760,4014.0,
Syria,Asia,2002,73.1,17155814,SYR,760,4091.0,
Syria,Asia,2007,74.1,19314747,SYR,760,4185.0,
Taiwan,Asia,1952,58.5,8550362,TWN,158,1207.0,
Taiwan,Asia,1957,62.4,10164215,TWN,158,1508.0,
Taiwan,Asia,1962,65.2,11918938,TWN,158,1823.0,
Taiwan,Asia,1967,67.5,13648692,TWN,158,2644.0,
Taiwan,Asia,1972,69.4,15226039,TWN,158,4063.0,
Taiwan,Asia,1977,70.6,16785196,TWN,158,5597.0,
Taiwan,Asia,1982,72.2,18501390,TWN,158,7426.0,
Taiwan,Asia,1987,73.4,19757799,TWN,158,11055.0,
Taiwan,Asia,1992,74.3,20686918,TWN,158,15216.0,
Taiwan,Asia,1997,75.2,21628605,TWN,158,20207.0,
Taiwan,Asia,2002,77.0,22454239,TWN,158,23235.0,
Taiwan,Asia,2007,78.4,23174294,TWN,158,28718.0,
Tanzania,Africa,1952,41.2,8322925,TZA,834,717.0,
Tanzania,Africa,1957,43.0,9452826,TZA,834,699.0,
Tanzania,Africa,1962,44.2,10863958,TZA,834,722.0,
Tanzania,Africa,1967,45.8,12607312,TZA,834,848.0,
Tanzania,Africa,1972,47.6,14706593,TZA,834,916.0,
Tanzania,Africa,1977,49.9,17129565,TZA,834,962.0,
Tanzania,Africa,1982,50.6,19844382,TZA,834,874.0,
Tanzania,Africa,1987,51.5,23040630,TZA,834,832.0,
Tanzania,Africa,1992,50.4,26605473,TZA,834,826.0,
Tanzania,Africa,1997,48.5,30686889,TZA,834,789.0,
Tanzania,Africa,2002,49.7,34593779,TZA,834,899.0,
Tanzania,Africa,2007,52.5,38139640,TZA,834,1107.0,
Thailand,Asia,1952,50.8,21289402,THA,764,758.0,
Thailand,Asia,1957,53.6,25041917,THA,764,794.0,
Thailand,Asia,1962,56.1,29263397,THA,764,1002.0,
Thailand,Asia,1967,58.3,34024249,THA,764,1295.0,
Thailand,Asia,1972,60.4,39276153,THA,764,1524.0,
Thailand,Asia,1977,62.5,44148285,THA,764,1961.0,
Thailand,Asia,1982,64.6,48827160,THA,764,2393.0,
Thailand,Asia,1987,66.1,52910342,THA,764,2983.0,
Thailand,Asia,1992,67.3,56667095,THA,764,4617.0,
Thailand,Asia,1997,67.5,60216677,THA,764,5853.0,
Thailand,Asia,2002,68.6,62806748,THA,764,5913.0,
Thailand,Asia,2007,70.6,65068149,THA,764,7458.0,
Togo,Africa,1952,38.6,1219113,TGO,768,860.0,
Togo,Africa,1957,41.2,1357445,TGO,768,926.0,
Togo,Africa,1962,43.9,1528098,TGO,768,1068.0,
Togo,Africa,1967,46.8,1735550,TGO,768,1478.0,
Togo,Africa,1972,49.8,2056351,TGO,768,1650.0,
Togo,Africa,1977,52.9,2308582,TGO,768,1533.0,
Togo,Africa,1982,55.5,2644765,TGO,768,1345.0,
Togo,Africa,1987,56.9,3154264,TGO,768,1202.0,
Togo,Africa,1992,58.1,3747553,TGO,768,1034.0,
Togo,Africa,1997,58.4,4320890,TGO,768,982.0,
Togo,Africa,2002,57.6,4977378,TGO,768,886.0,
Togo,Africa,2007,58.4,5701579,TGO,768,883.0,
Trinidad and Tobago,Americas,1952,59.1,662850,TTO,780,3023.0,
Trinidad and Tobago,Americas,1957,61.8,764900,TTO,780,4100.0,
Trinidad and Tobago,Americas,1962,64.9,887498,TTO,780,4998.0,
Trinidad and Tobago,Americas,1967,65.4,960155,TTO,780,5621.0,
Trinidad and Tobago,Americas,1972,65.9,975199,TTO,780,6620.0,
Trinidad and Tobago,Americas,1977,68.3,1039009,TTO,780,7900.0,
Trinidad and Tobago,Americas,1982,68.8,1116479,TTO,780,9120.0,
Trinidad and Tobago,Americas,1987,69.6,1191336,TTO,780,7389.0,
Trinidad and Tobago,Americas,1992,69.9,1183669,TTO,780,7371.0,
Trinidad and Tobago,Americas,1997,69.5,1138101,TTO,780,8793.0,
Trinidad and Tobago,Americas,2002,69.0,1101832,TTO,780,11461.0,
Trinidad and Tobago,Americas,2007,69.8,1056608,TTO,780,18009.0,
Tunisia,Africa,1952,44.6,3647735,TUN,788,1468.0,
Tunisia,Africa,1957,47.1,3950849,TUN,788,1395.0,
Tunisia,Africa,1962,49.6,4286552,TUN,788,1660.0,
Tunisia,Africa,1967,52.1,4786986,TUN,788,1932.0,
Tunisia,Africa,1972,55.6,5303507,TUN,788,2753.0,
Tunisia,Africa,1977,59.8,6005061,TUN,788,3121.0,
Tunisia,Africa,1982,64.0,6734098,TUN,788,3560.0,
Tunisia,Africa,1987,66.9,7724976,TUN,788,3810.0,
Tunisia,Africa,1992,70.0,8523077,TUN,788,4333.0,
Tunisia,Africa,1997,72.0,9231669,TUN,788,4877.0,
Tunisia,Africa,2002,73.0,9770575,TUN,788,5723.0,
Tunisia,Africa,2007,73.9,10276158,TUN,788,7093.0,
Turkey,Europe,1952,43.6,22235677,TUR,792,1969.0,
Turkey,Europe,1957,48.1,25670939,TUR,792,2219.0,
Turkey,Europe,1962,52.1,29788695,TUR,792,2323.0,
Turkey,Europe,1967,54.3,33411317,TUR,792,2826.0,
Turkey,Europe,1972,57.0,37492953,TUR,792,3451.0,
Turkey,Europe,1977,59.5,42404033,TUR,792,4269.0,
Turkey,Europe,1982,61.0,47328791,TUR,792,4241.0,
Turkey,Europe,1987,63.1,52881328,TUR,792,5089.0,
Turkey,Europe,1992,66.1,58179144,TUR,792,5678.0,
Turkey,Europe,1997,68.8,63047647,TUR,792,6601.0,
Turkey,Europe,2002,70.8,67308928,TUR,792,6508.0,
Turkey,Europe,2007,71.8,71158647,TUR,792,8458.0,
Uganda,Africa,1952,40.0,5824797,UGA,800,735.0,
Uganda,Africa,1957,42.6,6675501,UGA,800,774.0,
Uganda,Africa,1962,45.3,7688797,UGA,800,767.0,
Uganda,Africa,1967,48.1,8900294,UGA,800,909.0,
Uganda,Africa,1972,51.0,10190285,UGA,800,951.0,
Uganda,Africa,1977,50.4,11457758,UGA,800,844.0,
Uganda,Africa,1982,49.8,12939400,UGA,800,682.0,
Uganda,Africa,1987,51.5,15283050,UGA,800,618.0,
Uganda,Africa,1992,48.8,18252190,UGA,800,644.0,
Uganda,Africa,1997,44.6,21210254,UGA,800,817.0,
Uganda,Africa,2002,47.8,24739869,UGA,800,928.0,
Uganda,Africa,2007,51.5,29170398,UGA,800,1056.0,
United Kingdom,Europe,1952,69.2,50430000,GBR,826,9980.0,G7
United Kingdom,Europe,1957,70.4,51430000,GBR,826,11283.0,G7
United Kingdom,Europe,1962,70.8,53292000,GBR,826,12477.0,G7
United Kingdom,Europe,1967,71.4,54959000,GBR,826,14143.0,G7
United Kingdom,Europe,1972,72.0,56079000,GBR,826,15895.0,G7
United Kingdom,Europe,1977,72.8,56179000,GBR,826,17429.0,G7
United Kingdom,Europe,1982,74.0,56339704,GBR,826,18232.0,G7
United Kingdom,Europe,1987,75.0,56981620,GBR,826,21665.0,G7
United Kingdom,Europe,1992,76.4,57866349,GBR,826,22705.0,G7
United Kingdom,Europe,1997,77.2,58808266,GBR,826,26075.0,G7
United Kingdom,Europe,2002,78.5,59912431,GBR,826,29479.0,G7
United Kingdom,Europe,2007,79.4,60776238,GBR,826,33203.0,G7
United States,Americas,1952,68.4,157553000,USA,840,13990.0,G7
United States,Americas,1957,69.5,171984000,USA,840,14847.0,G7
United States,Americas,1962,70.2,186538000,USA,840,16173.0,G7
United States,Americas,1967,70.8,198712000,USA,840,19530.0,G7
United States,Americas,1972,71.3,209896000,USA,840,21806.0,G7
United States,Americas,1977,73.4,220239000,USA,840,24073.0,G7
United States,Americas,1982,74.6,232187835,USA,840,25010.0,G7
United States,Americas,1987,75.0,242803533,USA,840,29884.0,G7
United States,Americas,1992,76.1,256894189,USA,840,32004.0,G7
United States,Americas,1997,76.8,272911760,USA,840,35767.0,G7
United States,Americas,2002,77.3,287675526,USA,840,39097.0,G7
United States,Americas,2007,78.2,301139947,USA,840,42952.0,G7
Uruguay,Americas,1952,66.1,2252965,URY,858,5717.0,
Uruguay,Americas,1957,67.0,2424959,URY,858,6151.0,
Uruguay,Americas,1962,68.3,2598466,URY,858,5603.0,
Uruguay,Americas,1967,68.5,2748579,URY,858,5445.0,
Uruguay,Americas,1972,68.7,2829526,URY,858,5703.0,
Uruguay,Americas,1977,69.5,2873520,URY,858,6504.0,
Uruguay,Americas,1982,70.8,2953997,URY,858,6920.0,
Uruguay,Americas,1987,71.9,3045153,URY,858,7452.0,
Uruguay,Americas,1992,72.8,3149262,URY,858,8137.0,
Uruguay,Americas,1997,74.2,3262838,URY,858,9230.0,
Uruguay,Americas,2002,75.3,3363085,URY,858,7727.0,
Uruguay,Americas,2007,76.4,3447496,URY,858,10611.0,
Venezuela,Americas,1952,55.1,5439568,VEN,862,7690.0,
Venezuela,Americas,1957,57.9,6702668,VEN,862,9802.0,
Venezuela,Americas,1962,60.8,8143375,VEN,862,8423.0,
Venezuela,Americas,1967,63.5,9709552,VEN,862,9541.0,
Venezuela,Americas,1972,65.7,11515649,VEN,862,10505.0,
Venezuela,Americas,1977,67.5,13503563,VEN,862,13144.0,
Venezuela,Americas,1982,68.6,15620766,VEN,862,11152.0,
Venezuela,Americas,1987,70.2,17910182,VEN,862,9884.0,
Venezuela,Americas,1992,71.2,20265563,VEN,862,10734.0,
Venezuela,Americas,1997,72.1,22374398,VEN,862,10165.0,
Venezuela,Americas,2002,72.8,24287670,VEN,862,8605.0,
Venezuela,Americas,2007,73.7,26084662,VEN,862,11416.0,
Vietnam,Asia,1952,40.4,26246839,VNM,704,605.0,
Vietnam,Asia,1957,42.9,28998543,VNM,704,676.0,
Vietnam,Asia,1962,45.4,33796140,VNM,704,772.0,
Vietnam,Asia,1967,47.8,39463910,VNM,704,637.0,
Vietnam,Asia,1972,50.3,44655014,VNM,704,700.0,
Vietnam,Asia,1977,55.8,50533506,VNM,704,714.0,
Vietnam,Asia,1982,58.8,56142181,VNM,704,707.0,
Vietnam,Asia,1987,62.8,62826491,VNM,704,821.0,
Vietnam,Asia,1992,67.7,69940728,VNM,704,989.0,
Vietnam,Asia,1997,70.7,76048996,VNM,704,1386.0,
Vietnam,Asia,2002,73.0,80908147,VNM,704,1764.0,
Vietnam,Asia,2007,74.2,85262356,VNM,704,2442.0,
West Bank and Gaza,Asia,1952,43.2,1030585,PSE,275,1516.0,
West Bank and Gaza,Asia,1957,45.7,1070439,PSE,275,1827.0,
West Bank and Gaza,Asia,1962,48.1,1133134,PSE,275,2199.0,
West Bank and Gaza,Asia,1967,51.6,1142636,PSE,275,2650.0,
West Bank and Gaza,Asia,1972,56.5,1089572,PSE,275,3133.0,
West Bank and Gaza,Asia,1977,60.8,1261091,PSE,275,3683.0,
West Bank and Gaza,Asia,1982,64.4,1425876,PSE,275,4336.0,
West Bank and Gaza,Asia,1987,67.0,1691210,PSE,275,5107.0,
West Bank and Gaza,Asia,1992,69.7,2104779,PSE,275,6018.0,
West Bank and Gaza,Asia,1997,71.1,2826046,PSE,275,7111.0,
West Bank and Gaza,Asia,2002,72.4,3389578,PSE,275,4515.0,
West Bank and Gaza,Asia,2007,73.4,4018332,PSE,275,3025.0,
"Yemen, Rep.",Asia,1952,32.5,4963829,YEM,887,782.0,
"Yemen, Rep.",Asia,1957,34.0,5498090,YEM,887,805.0,
"Yemen, Rep.",Asia,1962,35.2,6120081,YEM,887,826.0,
"Yemen, Rep.",Asia,1967,37.0,6740785,YEM,887,862.0,
"Yemen, Rep.",Asia,1972,39.8,7407075,YEM,887,1265.0,
"Yemen, Rep.",Asia,1977,44.2,8403990,YEM,887,1830.0,
"Yemen, Rep.",Asia,1982,49.1,9657618,YEM,887,1978.0,
"Yemen, Rep.",Asia,1987,52.9,11219340,YEM,887,1972.0,
"Yemen, Rep.",Asia,1992,55.6,13367997,YEM,887,1879.0,
"Yemen, Rep.",Asia,1997,58.0,15826497,YEM,887,2117.0,
"Yemen, Rep.",Asia,2002,60.3,18701257,YEM,887,2235.0,
"Yemen, Rep.",Asia,2007,62.7,22211743,YEM,887,2281.0,
Zambia,Africa,1952,42.0,2672000,ZMB,894,1147.0,
Zambia,Africa,1957,44.1,3016000,ZMB,894,1312.0,
Zambia,Africa,1962,46.0,3421000,ZMB,894,1453.0,
Zambia,Africa,1967,47.8,3900000,ZMB,894,1777.0,
Zambia,Africa,1972,50.1,4506497,ZMB,894,1773.0,
Zambia,Africa,1977,51.4,5216550,ZMB,894,1589.0,
Zambia,Africa,1982,51.8,6100407,ZMB,894,1409.0,
Zambia,Africa,1987,50.8,7272406,ZMB,894,1213.0,
Zambia,Africa,1992,46.1,8381163,ZMB,894,1211.0,
Zambia,Africa,1997,40.2,9417789,ZMB,894,1071.0,
Zambia,Africa,2002,39.2,10595811,ZMB,894,1072.0,
Zambia,Africa,2007,42.4,11746035,ZMB,894,1271.0,
Zimbabwe,Africa,1952,48.5,3080907,ZWE,716,407.0,
Zimbabwe,Africa,1957,50.5,3646340,ZWE,716,519.0,
Zimbabwe,Africa,1962,52.4,4277736,ZWE,716,527.0,
Zimbabwe,Africa,1967,54.0,4995432,ZWE,716,570.0,
Zimbabwe,Africa,1972,55.6,5861135,ZWE,716,799.0,
Zimbabwe,Africa,1977,57.7,6642107,ZWE,716,686.0,
Zimbabwe,Africa,1982,60.4,7636524,ZWE,716,789.0,
Zimbabwe,Africa,1987,62.4,9216418,ZWE,716,706.0,
Zimbabwe,Africa,1992,60.4,10704340,ZWE,716,693.0,
Zimbabwe,Africa,1997,46.8,11404948,ZWE,716,792.0,
Zimbabwe,Africa,2002,40.0,11926563,ZWE,716,672.0,
Zimbabwe,Africa,2007,43.5,12311143,ZWE,716,470.0,
